,target_2019
0,0.18075358331196228
1,0.18078123770639457
2,0.1116333049845347
3,0.11574824671566321
4,0.11574783487897548
5,0.11589892807765854
6,0.11497503503987878
7,0.11497503503987878
8,0.11497503503987878
9,0.18062613914129133
10,0.18088776075576518
11,0.18088776075576518
12,0.11134245124768424
13,0.11591411625452402
14,0.11591411625452402
15,0.11497503503987878
16,0.11067408302129131
17,0.11497503503987878
18,0.11497503503987878
19,0.11497503503987878
20,0.1156452464838053
21,0.11497503503987878
22,0.11160831179831156
23,0.19006518048189674
24,0.18078123770639457
25,0.18823338385126442
26,0.11574824671566321
27,0.11589892807765854
28,0.11497503503987878
29,0.11497503503987878
30,0.11497503503987878
31,0.11497503503987878
32,0.11497503503987878
33,0.11497503503987878
34,0.11067408302129131
35,0.11160831179831156
36,0.11129251991542638
37,0.11129251991542638
38,0.11132682090970415
39,0.11129251991542638
40,0.1113551439233639
41,0.11574824671566321
42,0.11497503503987878
43,0.11589892807765854
44,0.11497503503987878
45,0.11497503503987878
46,0.11497503503987878
47,0.11497503503987878
48,0.11497503503987878
49,0.1107163961711589
50,0.1106692305836663
51,0.11129251991542638
52,0.11144236839552638
53,0.11133605398064576
54,0.11160831179831156
55,0.1106692305836663
56,0.11144203042276303
57,0.11497503503987878
58,0.11497503503987878
59,0.11497503503987878
60,0.11497503503987878
61,0.11067408302129131
62,0.11067851055676932
63,0.1107163961711589
64,0.11073122717698818
65,0.1107163961711589
66,0.1114461095723371
67,0.11146141764318254
68,0.11144262437515619
69,0.11133605398064576
70,0.1116333049845347
71,0.11497503503987878
72,0.11497503503987878
73,0.11160831179831156
74,0.1114461095723371
75,0.1106692305836663
76,0.11067408302129131
77,0.11497503503987878
78,0.11497503503987878
79,0.11497503503987878
80,0.11071919197217973
81,0.11069831923556109
82,0.11073019885868611
83,0.1114461095723371
84,0.11133605398064576
85,0.11144236839552638
86,0.11133605398064576
87,0.1116333049845347
88,0.1116333049845347
89,0.11032384295613355
90,0.11497503503987878
91,0.11497503503987878
92,0.11071919197217973
93,0.11067851055676932
94,0.11067408302129131
95,0.1106692305836663
96,0.1106692305836663
97,0.1106692305836663
98,0.11067408302129131
99,0.11071088948701945
100,0.1106845731864132
101,0.11067408302129131
102,0.11133605398064576
103,0.11134245124768424
104,0.11143871501411796
105,0.1116333049845347
106,0.11133605398064576
107,0.1116333049845347
108,0.1108227804306534
109,0.12423254110362501
110,0.11497503503987878
111,0.11497503503987878
112,0.11497950133777683
113,0.11070640663160276
114,0.11067408302129131
115,0.1106692305836663
116,0.1106692305836663
117,0.11067408302129131
118,0.11067408302129131
119,0.11067408302129131
120,0.1107163961711589
121,0.11069280806184234
122,0.11067408302129131
123,0.11129251991542638
124,0.11133605398064576
125,0.1116333049845347
126,0.11139646746045412
127,0.1116333049845347
128,0.11168957273629125
129,0.11032384295613355
130,0.12423254110362501
131,0.11497503503987878
132,0.11497503503987878
133,0.11497950133777683
134,0.11497950133777683
135,0.11069831923556109
136,0.11497950133777683
137,0.11069831923556109
138,0.11067408302129131
139,0.11071088948701945
140,0.11068786380497984
141,0.11069831923556109
142,0.11069831923556109
143,0.1107163961711589
144,0.1106692305836663
145,0.11184518460841247
146,0.11133605398064576
147,0.1116333049845347
148,0.11117316074740645
149,0.11064290597632005
150,0.11168957273629125
151,0.1108227804306534
152,0.12423254110362501
153,0.32844610156855947
154,0.11497503503987878
155,0.11497503503987878
156,0.1107163961711589
157,0.11073019885868611
158,0.11067598608327778
159,0.11069831923556109
160,0.11069106932185001
161,0.11497502805614349
162,0.11067777457051667
163,0.11067777457051667
164,0.11067958830467406
165,0.11067408302129131
166,0.11071919197217973
167,0.1106692305836663
168,0.1114461095723371
169,0.11129251991542638
170,0.11145304849046826
171,0.11133605398064576
172,0.11133605398064576
173,0.1116333049845347
174,0.1116333049845347
175,0.11036881156971688
176,0.21308928244954878
177,0.22087586756148492
178,0.11497503503987878
179,0.11497503503987878
180,0.11497503503987878
181,0.11497503503987878
182,0.11073019885868611
183,0.11071919197217973
184,0.11069422688076827
185,0.1106863747313295
186,0.11498650907331942
187,0.11067958830467406
188,0.11070632647390818
189,0.11067598608327778
190,0.11069831923556109
191,0.1106692305836663
192,0.11184518460841247
193,0.11129251991542638
194,0.11132682090970415
195,0.11129251991542638
196,0.11145304849046826
197,0.11146141764318254
198,0.11133605398064576
199,0.11032384295613355
200,0.3117290129357197
201,0.21296674753840855
202,0.2206068122008738
203,0.13032074828995652
204,0.11497503503987878
205,0.1107163961711589
206,0.1107163961711589
207,0.11073122717698818
208,0.1106845731864132
209,0.11497503503987878
210,0.11497502805614349
211,0.11497692203548378
212,0.11497692203548378
213,0.11067958830467406
214,0.11073019885868611
215,0.11067958830467406
216,0.11073019885868611
217,0.11067408302129131
218,0.11132682090970415
219,0.11129251991542638
220,0.1113551439233639
221,0.1113551439233639
222,0.11129251991542638
223,0.11138645592733264
224,0.11133605398064576
225,0.11032231903361134
226,0.18125452839953507
227,0.18145631432082163
228,0.20773942389636052
229,0.22129223790040228
230,0.13402811214430863
231,0.13032074828995652
232,0.11071919197217973
233,0.1107163961711589
234,0.11071919197217973
235,0.11068786380497984
236,0.11067958830467406
237,0.11497692203548378
238,0.11497692203548378
239,0.11497692203548378
240,0.11497692203548378
241,0.11067958830467406
242,0.11071088948701945
243,0.11067598608327778
244,0.11067408302129131
245,0.1114461095723371
246,0.11129251991542638
247,0.11133605398064576
248,0.11635900343644072
249,0.11144236839552638
250,0.11145304849046826
251,0.11145304849046826
252,0.1116333049845347
253,0.18747308381756891
254,0.18690359293947012
255,0.18390894010689252
256,0.21795753916122565
257,0.24454283104875243
258,0.23674269441815246
259,0.22544289905963558
260,0.22525250198361518
261,0.1266393812015323
262,0.1266393812015323
263,0.12563930891990172
264,0.11069831923556109
265,0.11068786380497984
266,0.11067878188429861
267,0.11073019885868611
268,0.11067717322784072
269,0.11497692203548378
270,0.11497692203548378
271,0.11497692203548378
272,0.11497692203548378
273,0.11067958830467406
274,0.11069831923556109
275,0.11069831923556109
276,0.1106692305836663
277,0.1114461095723371
278,0.11129251991542638
279,0.1113551439233639
280,0.11145304849046826
281,0.11146141764318254
282,0.1116333049845347
283,0.11139646746045412
284,0.1116333049845347
285,0.11032231903361134
286,0.11032231903361134
287,0.11032231903361134
288,0.31315445614618104
289,0.12297154261024278
290,0.28432299103565095
291,0.22538357502510784
292,0.22554615767981157
293,0.2243423064800292
294,0.1266348983461156
295,0.1266393812015323
296,0.1266348983461156
297,0.12562960404465173
298,0.11071919197217973
299,0.1106845731864132
300,0.11067777457051667
301,0.11069106932185001
302,0.11068158291221573
303,0.11609218694233514
304,0.11497692203548378
305,0.11497692203548378
306,0.11497692203548378
307,0.11069308188587779
308,0.11073328381359235
309,0.11067408302129131
310,0.1114461095723371
311,0.11129251991542638
312,0.11129251991542638
313,0.11129251991542638
314,0.11145304849046826
315,0.11143871501411796
316,0.11032231903361134
317,0.11032231903361134
318,0.1116333049845347
319,0.1108227804306534
320,0.11032384295613355
321,0.18836841057493628
322,0.21447066479549282
323,0.2262584365444936
324,0.2901225050642229
325,0.2262584365444936
326,0.22572910800225945
327,0.22565615705917505
328,0.22175736716693598
329,0.13402811214430863
330,0.13402811214430863
331,0.13402811214430863
332,0.13402811214430863
333,0.13402811214430863
334,0.13402811214430863
335,0.13402811214430863
336,0.13402811214430863
337,0.1266348983461156
338,0.1266393812015323
339,0.1266348983461156
340,0.12563930891990172
341,0.11070640663160276
342,0.11067958830467406
343,0.11497692203548378
344,0.11497692203548378
345,0.11497692203548378
346,0.11497692203548378
347,0.11497692203548378
348,0.11497692203548378
349,0.11497692203548378
350,0.11069831923556109
351,0.1106692305836663
352,0.1114461095723371
353,0.11132682090970415
354,0.11132682090970415
355,0.11129251991542638
356,0.11129251991542638
357,0.1116333049845347
358,0.11139646746045412
359,0.11032231903361134
360,0.11032384295613355
361,0.11139646746045412
362,0.11032231903361134
363,0.11032669583969468
364,0.2565320798121102
365,0.21563357372927394
366,0.22545534922999674
367,0.22536909642699854
368,0.2226578517142839
369,0.22457446205728374
370,0.22616192299717217
371,0.22175736716693598
372,0.22087586756148492
373,0.13402811214430863
374,0.13402811214430863
375,0.13402811214430863
376,0.13402811214430863
377,0.13402811214430863
378,0.13402811214430863
379,0.13402811214430863
380,0.13402811214430863
381,0.13402811214430863
382,0.13402811214430863
383,0.13402811214430863
384,0.13402811214430863
385,0.1266348983461156
386,0.1266393812015323
387,0.1266348983461156
388,0.1266348983461156
389,0.12561879936431677
390,0.1106863747313295
391,0.11497692203548378
392,0.11625145448257984
393,0.11609218694233514
394,0.11497692203548378
395,0.11497692203548378
396,0.11497692203548378
397,0.1106863747313295
398,0.11069831923556109
399,0.1106692305836663
400,0.11160831179831156
401,0.11160831179831156
402,0.11160831179831156
403,0.11160831179831156
404,0.11132682090970415
405,0.11032384295613355
406,0.11036881156971688
407,0.11139646746045412
408,0.1116333049845347
409,0.11168957273629125
410,0.11064290597632005
411,0.11032384295613355
412,0.11033326104881967
413,0.1932702058657564
414,0.21374845170716417
415,0.22087586756148492
416,0.2206068122008738
417,0.2215643835045875
418,0.22145938356007908
419,0.22087586756148492
420,0.22154903229168557
421,0.22087586756148492
422,0.2206068122008738
423,0.17971506508957652
424,0.13402811214430863
425,0.13402811214430863
426,0.13402811214430863
427,0.13402811214430863
428,0.13402811214430863
429,0.13402811214430863
430,0.1266348983461156
431,0.13402811214430863
432,0.13402811214430863
433,0.13402811214430863
434,0.13402811214430863
435,0.13402811214430863
436,0.13402811214430863
437,0.13402811214430863
438,0.13402811214430863
439,0.13402811214430863
440,0.13402811214430863
441,0.1266348983461156
442,0.13402811214430863
443,0.13402811214430863
444,0.1266348983461156
445,0.1266393812015323
446,0.1266348983461156
447,0.1266348983461156
448,0.1303226352855615
449,0.11497692203548378
450,0.11510116366777297
451,0.11625145448257984
452,0.11497692203548378
453,0.11497692203548378
454,0.11497692203548378
455,0.11068158291221573
456,0.11067958830467406
457,0.11067598608327778
458,0.11069280806184234
459,0.11073328381359235
460,0.11067408302129131
461,0.1106692305836663
462,0.11160831179831156
463,0.11133605398064576
464,0.11168957273629125
465,0.11117316074740645
466,0.11064290597632005
467,0.1116333049845347
468,0.11133815924131447
469,0.1116333049845347
470,0.11032384295613355
471,0.1125963671449212
472,0.1895394834340107
473,0.21350112573564511
474,0.22175736716693598
475,0.22164084696071962
476,0.22138261749053745
477,0.22138454283974576
478,0.22129502553056687
479,0.22129791355437936
480,0.22138454283974576
481,0.22148761743504583
482,0.22069440416084438
483,0.22069440416084438
484,0.2206963295100527
485,0.22201457743815203
486,0.21446929150020594
487,0.2068537558270952
488,0.1503009739045795
489,0.17971506508957652
490,0.13402811214430863
491,0.13402811214430863
492,0.13402811214430863
493,0.13402811214430863
494,0.13402811214430863
495,0.1266348983461156
496,0.1266348983461156
497,0.13402811214430863
498,0.13402811214430863
499,0.13402811214430863
500,0.13402811214430863
501,0.13402811214430863
502,0.13402811214430863
503,0.13402811214430863
504,0.13402811214430863
505,0.13402811214430863
506,0.1266348983461156
507,0.1266348983461156
508,0.1266348983461156
509,0.1266393812015323
510,0.1266393812015323
511,0.1266348983461156
512,0.1266348983461156
513,0.1266348983461156
514,0.1303226352855615
515,0.11625145448257984
516,0.11625145448257984
517,0.11510116366777297
518,0.11499573582777202
519,0.11510250885990629
520,0.11497692203548378
521,0.11067958830467406
522,0.11067408302129131
523,0.11067851055676932
524,0.11067408302129131
525,0.11067408302129131
526,0.11067408302129131
527,0.1106692305836663
528,0.11160831179831156
529,0.1114461095723371
530,0.1113551439233639
531,0.11145304849046826
532,0.11135957262558703
533,0.11146141764318254
534,0.11133605398064576
535,0.1116333049845347
536,0.11032231903361134
537,0.1870276872610433
538,0.18739613137962682
539,0.21327034947849627
540,0.22129223790040228
541,0.22087586756148492
542,0.22087586756148492
543,0.22137179160010856
544,0.2215643835045875
545,0.2216180574842244
546,0.2228361601167037
547,0.22270391789158459
548,0.22072163215469445
549,0.2206068122008738
550,0.2206097002246863
551,0.2206097002246863
552,0.22069440416084438
553,0.2206963295100527
554,0.2206963295100527
555,0.2206963295100527
556,0.2206963295100527
557,0.22086258880576048
558,0.22069440416084438
559,0.22249544272663366
560,0.221968639160126
561,0.2216202999929523
562,0.21285202156375077
563,0.20590024177333222
564,0.2059878761489197
565,0.20619285131228096
566,0.1503009739045795
567,0.1503009739045795
568,0.17971506508957652
569,0.13402811214430863
570,0.13402811214430863
571,0.13402811214430863
572,0.13402811214430863
573,0.13402811214430863
574,0.1266348983461156
575,0.13402811214430863
576,0.1266348983461156
577,0.1266348983461156
578,0.13402811214430863
579,0.13402811214430863
580,0.13402811214430863
581,0.13402811214430863
582,0.13402811214430863
583,0.13402811214430863
584,0.13402811214430863
585,0.1266348983461156
586,0.1266348983461156
587,0.1266348983461156
588,0.1266393812015323
589,0.1266348983461156
590,0.12663708157139897
591,0.1266348983461156
592,0.13402811214430863
593,0.1305176406378269
594,0.11625145448257984
595,0.11507389403409536
596,0.11507389403409536
597,0.11510116366777297
598,0.11497692203548378
599,0.1106863747313295
600,0.1106845731864132
601,0.11067878188429861
602,0.1107163961711589
603,0.11067408302129131
604,0.1106692305836663
605,0.1106692305836663
606,0.11160831179831156
607,0.11160831179831156
608,0.1114461095723371
609,0.1114461095723371
610,0.11132682090970415
611,0.1113551439233639
612,0.11145304849046826
613,0.11143871501411796
614,0.1116333049845347
615,0.11032231903361134
616,0.18088776075576518
617,0.18078282508268742
618,0.20753763797507394
619,0.22069440416084438
620,0.22157096535106338
621,0.22157096535106338
622,0.2216202999929523
623,0.223136006670999
624,0.223136006670999
625,0.2227734233426798
626,0.22169482355376607
627,0.22137467962392104
628,0.22137467962392104
629,0.22087586756148492
630,0.2206097002246863
631,0.22069440416084438
632,0.22079940410535276
633,0.22079940410535276
634,0.22092984415453135
635,0.22069440416084438
636,0.22069440416084438
637,0.2206097002246863
638,0.2206963295100527
639,0.22157096535106338
640,0.22122770131576525
641,0.2206963295100527
642,0.2206963295100527
643,0.21215964037612164
644,0.2052451409013906
645,0.205792096944485
646,0.20584451214510724
647,0.1503009739045795
648,0.1503009739045795
649,0.1503009739045795
650,0.17971506508957652
651,0.13402811214430863
652,0.13402811214430863
653,0.13402811214430863
654,0.1266348983461156
655,0.1266348983461156
656,0.1266348983461156
657,0.13402811214430863
658,0.13402811214430863
659,0.13402811214430863
660,0.13402811214430863
661,0.13402811214430863
662,0.13402811214430863
663,0.13402811214430863
664,0.13402811214430863
665,0.1266393812015323
666,0.1266348983461156
667,0.1266348983461156
668,0.1266348983461156
669,0.1266393812015323
670,0.1266393812015323
671,0.12663708157139897
672,0.12663672254187752
673,0.1266348983461156
674,0.13402811214430863
675,0.13049037100414929
676,0.11508061935611202
677,0.11507389403409536
678,0.1115045111555303
679,0.11497692203548378
680,0.1106863747313295
681,0.11068786380497984
682,0.11067851055676932
683,0.11067408302129131
684,0.11067408302129131
685,0.11067408302129131
686,0.11159312362144609
687,0.11144203042276303
688,0.1114461095723371
689,0.1114461095723371
690,0.1114461095723371
691,0.1114461095723371
692,0.11129251991542638
693,0.11145304849046826
694,0.1116333049845347
695,0.11032231903361134
696,0.11064290597632005
697,0.11032231903361134
698,0.18345572837853488
699,0.18071084307744936
700,0.20689534125321887
701,0.22069440416084438
702,0.22069440416084438
703,0.2206068122008738
704,0.22079940410535276
705,0.22122770131576525
706,0.22122770131576525
707,0.22137467962392104
708,0.22164084696071962
709,0.22137179160010856
710,0.22145938356007908
711,0.22137179160010856
712,0.2206068122008738
713,0.2206963295100527
714,0.22201457743815203
715,0.2206963295100527
716,0.22079940410535276
717,0.22069440416084438
718,0.22069440416084438
719,0.2206097002246863
720,0.2206097002246863
721,0.2206963295100527
722,0.22069440416084438
723,0.2206068122008738
724,0.2206097002246863
725,0.2119242003824347
726,0.20497592052372865
727,0.20503692890155367
728,0.20497592052372865
729,0.1503009739045795
730,0.1503009739045795
731,0.1503009739045795
732,0.1503009739045795
733,0.17971506508957652
734,0.13402811214430863
735,0.13402811214430863
736,0.13402811214430863
737,0.1266348983461156
738,0.1266348983461156
739,0.13402811214430863
740,0.13402811214430863
741,0.13402811214430863
742,0.13402811214430863
743,0.13402811214430863
744,0.13402811214430863
745,0.13402811214430863
746,0.13402811214430863
747,0.1266393812015323
748,0.1266348983461156
749,0.1266348983461156
750,0.1266393812015323
751,0.1266393812015323
752,0.1266348983461156
753,0.1266348983461156
754,0.1266348983461156
755,0.1266348983461156
756,0.13402811214430863
757,0.120901072712827
758,0.127387569919796
759,0.11507389403409536
760,0.1115045111555303
761,0.11497692203548378
762,0.11068158291221573
763,0.11067958830467406
764,0.11071919197217973
765,0.11133944202759283
766,0.1114461095723371
767,0.1114461095723371
768,0.11160831179831156
769,0.11133944202759283
770,0.11184518460841247
771,0.1114461095723371
772,0.11129251991542638
773,0.11129251991542638
774,0.11132682090970415
775,0.11184518460841247
776,0.11129251991542638
777,0.11144262437515619
778,0.1116333049845347
779,0.11168957273629125
780,0.11032231903361134
781,0.18908649938383015
782,0.18125452839953507
783,0.21308175986778133
784,0.2255097345995723
785,0.22702973731948375
786,0.2257883034457139
787,0.22840313493172323
788,0.2206068122008738
789,0.2206963295100527
790,0.22164084696071962
791,0.22252234656617062
792,0.22137179160010856
793,0.22137179160010856
794,0.22510728587926385
795,0.22154903229168557
796,0.22087586756148492
797,0.2206068122008738
798,0.2206068122008738
799,0.2206068122008738
800,0.22087586756148492
801,0.22087586756148492
802,0.2206068122008738
803,0.22087586756148492
804,0.22087586756148492
805,0.2206068122008738
806,0.22087586756148492
807,0.2206068122008738
808,0.21183660842246413
809,0.2049739951745203
810,0.2049739951745203
811,0.20501162625691197
812,0.20511470085221203
813,0.20584451214510724
814,0.20584643749431555
815,0.1503009739045795
816,0.1503009739045795
817,0.1503009739045795
818,0.1503009739045795
819,0.17971506508957652
820,0.13402811214430863
821,0.13402811214430863
822,0.13402811214430863
823,0.13402811214430863
824,0.13402811214430863
825,0.13402811214430863
826,0.13402811214430863
827,0.1266348983461156
828,0.13402811214430863
829,0.13402811214430863
830,0.13402811214430863
831,0.1266348983461156
832,0.1266393812015323
833,0.1266393812015323
834,0.1266348983461156
835,0.1266393812015323
836,0.1266348983461156
837,0.12663672254187752
838,0.12663708157139897
839,0.1266348983461156
840,0.13402811214430863
841,0.13402811214430863
842,0.13402811214430863
843,0.12664007167074381
844,0.13052539898510365
845,0.11510116366777297
846,0.11067313014329908
847,0.11497692203548378
848,0.11067958830467406
849,0.11069831923556109
850,0.11067851055676932
851,0.11162966520694698
852,0.11186653801704788
853,0.11132682090970415
854,0.1114461095723371
855,0.11144203042276303
